ITEM NO.|CROSS-REFERENCE NO.|DESCRIPTION|DESCRIPTION 2|ITEM CATEGORY|PRODUCT GROUP|LOCATION|QUANTITY|OE MANUFACTURER|WEIGHT|CUBAGE|HEIGHT|WIDTH|DEPTH|ITEM UPC NO.|COUNTRY OF ORIG|TARIFF NO.|SCHEDULE B CODE
CUM19125||4955256RX|TURBO HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19130||4955249RX|TURBO HX82|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19135||4955240|TURBOCHARGER NON CTT HD|Turbochargers|Holset||0|CUMMINS - PARTS|100|8378.37|21.7|19.8|19.5|||8484900000|8484900000
CUM19150||4955219RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19160||4955195RX|TURBO HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19163||4955193RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19185||4955156RX|TURBO HX35W QSB|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19189||4955153RX|TURBO HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19193||4955151RX|TURBOCHARGER HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM2001||3069177|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.042|0.021|0.001|4|5.25||US|8708998180|4009110000
CUM22097||4352567RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22099||4352565RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22100||4352564RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22102||4352562RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22120||4352443RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22121||4352442RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22123||4352441RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22131||4352380RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22133||4352379RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22134||4352378RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22137||4352376RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22159||4352332RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22160||4352331RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22164||4352324|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|48|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM22172||4352298RX|KIT HX55W TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM2255||3011876|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.105|5.4925|0.13|6.5|6.5||US|8708998180|4009110000
CUM22667||4309359|KIT TUR ACTUATOR HX55|Turbocharger Components|Actuator||1|CUMMINS - PARTS|5.9|367.5|7|5|10.5|||8414904190|8414902095
CUM22704||4309173NX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM22706||4309142|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|35|3375|15|15|15|||8414800500|8414800500
CUM2343||2881708RX|KIT TURBOCHARGER - WITHOUT ACTUATOR|Turbochargers|Holset||0|CUMMINS - PARTS|45.06|4061.44|17.7|15.4|14.9||US|8414800500|8414800500
CUM2349||2881696RX|TURBOCHARGER HE 07 VG MR|Turbochargers|General||0|CUMMINS - PARTS|5|0|0|0|0||US|8484900000|8484900000
CUM23681||4090019RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23690||4090009RX|TURBO HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23700||4089990RX|TURBO HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23701||4089989RX|TURBO HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23733||4089946RX|TURBOCHARGER HE351W (w /Actuator & Speed Sensor)|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23735||4089945RX|TURBOCHARGER HE351W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23742||4089932RX|TURBO HX40W ISC|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23751||4089920RX|TURBOCHARGER HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23753||4089919RX|TURBO HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23757||4089917RX|TURBO HX40W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23776||4089887RX|TURBOCHARGER HY35W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23779||4089884RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23782||4089882RX|TURBOCHARGER HEPRE07VG MR|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23794||4089859RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23796||4089858RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23799||4089856RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23802||4089854RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23829||4089809RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23854||4089754RX|TURBO HX55 ISX1|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23858||4089745RX|TURBOCHARGER HX82 DRY|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23861||4089739RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23868||4089730RX|TURBOCHARGER HX83 WTRCOOL|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23880||4089716RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM23882||4089711RX|TURBO HX35|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
